user_id,product,created
568997,99,"2018-10-06 21:03:08"
2457644,31,"2018-10-06 21:03:47"
3071309,107,"2018-10-06 21:12:13"
3059822,116,"2018-10-06 21:28:28"
3059822,115,"2018-10-06 21:32:27"
1476185,99,"2018-10-06 21:50:44"
3073265,58,"2018-10-06 22:06:03"
311060,31,"2018-10-06 22:09:42"
3057980,116,"2018-10-06 22:28:21"
2912159,58,"2018-10-06 22:43:04"
1333193,99,"2018-10-06 22:49:21"
3073373,115,"2018-10-06 22:54:38"
2030426,31,"2018-10-06 23:11:54"
2770007,31,"2018-10-06 23:15:44"
1438682,99,"2018-10-06 23:15:38"
3073421,116,"2018-10-06 23:21:11"
3073421,58,"2018-10-06 23:23:25"
1761977,99,"2018-10-06 23:29:55"
936794,31,"2018-10-06 23:41:50"
3073421,115,"2018-10-06 23:50:45"
3001361,58,"2018-10-07 00:03:39"
3001361,116,"2018-10-07 00:08:20"
2963636,31,"2018-10-07 00:08:44"
3066683,116,"2018-10-07 00:14:53"
41333,121,"2018-10-07 00:29:47"
3055790,31,"2018-10-07 00:32:43"
3073529,116,"2018-10-07 00:35:19"
3073586,58,"2018-10-07 01:17:37"
2667845,99,"2018-10-07 01:20:14"
1330748,125,"2018-10-07 01:31:41"
13490,99,"2018-10-07 01:34:20"
3073604,58,"2018-10-07 02:03:20"
1547648,115,"2018-10-07 02:29:39"
2926865,124,"2018-10-07 02:45:17"
3073658,58,"2018-10-07 04:38:50"
2933141,99,"2018-10-07 06:27:42"
2557490,99,"2018-10-07 07:13:34"
2922791,114,"2018-10-07 08:19:36"
509684,99,"2018-10-07 08:31:34"
481853,99,"2018-10-07 09:18:56"
3022472,107,"2018-10-07 09:35:09"
2234759,99,"2018-10-07 09:33:20"
1429676,31,"2018-10-07 10:13:29"
1264616,99,"2018-10-07 10:19:27"
1550894,121,"2018-10-07 10:26:40"
779789,99,"2018-10-07 10:45:16"
1336913,99,"2018-10-07 11:02:09"
3073397,99,"2018-10-07 11:17:04"
480929,31,"2018-10-07 11:17:03"
2982056,126,"2018-10-07 11:29:53"
192905,31,"2018-10-07 11:48:54"
2801492,114,"2018-10-07 12:00:24"
1626479,125,"2018-10-07 12:16:54"
2660498,126,"2018-10-07 12:25:40"
2932187,31,"2018-10-07 12:28:16"
229394,31,"2018-10-07 13:03:52"
3072785,115,"2018-10-07 13:30:06"
1140437,99,"2018-10-07 13:35:57"
1805927,31,"2018-10-07 13:39:25"
1199609,31,"2018-10-07 13:44:01"
2932520,58,"2018-10-07 13:55:41"
446171,31,"2018-10-07 14:40:39"
3074066,116,"2018-10-07 14:40:53"
3074066,58,"2018-10-07 14:43:35"
1322423,114,"2018-10-07 14:52:51"
3005039,58,"2018-10-07 15:03:50"
2690759,31,"2018-10-07 15:14:17"
3057944,58,"2018-10-07 15:27:28"
2038679,31,"2018-10-07 15:27:36"
3072371,116,"2018-10-07 15:26:34"
3074303,58,"2018-10-07 15:28:44"
488477,99,"2018-10-07 15:40:50"
753068,31,"2018-10-07 15:46:45"
1443248,31,"2018-10-07 15:52:34"
2266091,99,"2018-10-07 15:58:34"
3072383,125,"2018-10-07 16:12:22"
3052856,100,"2018-10-07 16:15:52"
1500719,99,"2018-10-07 16:34:29"
549782,68,"2018-10-07 16:35:33"
3074066,125,"2018-10-07 16:39:14"
913148,116,"2018-10-07 16:41:22"
976979,99,"2018-10-07 16:47:39"
1336955,31,"2018-10-07 17:11:48"
1798037,99,"2018-10-07 17:21:36"
2045444,31,"2018-10-07 17:20:26"
1042544,99,"2018-10-07 17:46:35"
2898632,125,"2018-10-07 17:51:05"
538139,99,"2018-10-07 17:51:39"
2704772,68,"2018-10-07 17:54:51"
2153360,31,"2018-10-07 18:04:01"
276335,99,"2018-10-07 18:10:45"
276335,31,"2018-10-07 18:12:48"
3073595,99,"2018-10-07 18:31:22"
3074762,99,"2018-10-07 19:05:31"
3026849,126,"2018-10-07 19:16:45"
3026849,114,"2018-10-07 19:17:37"
224273,31,"2018-10-07 19:53:02"
2843915,99,"2018-10-07 20:06:51"
2846117,31,"2018-10-07 20:24:59"
3074936,99,"2018-10-07 20:42:17"
1784318,99,"2018-10-07 21:15:06"
1551947,31,"2018-10-07 21:29:02"
701009,99,"2018-10-07 22:17:54"
2933690,99,"2018-10-07 22:19:50"
2067590,58,"2018-10-07 22:20:36"
701756,99,"2018-10-07 22:41:39"
2844329,116,"2018-10-07 22:44:08"
2463752,22,"2018-10-07 22:49:33"
2834366,100,"2018-10-08 00:03:22"
2100137,125,"2018-10-08 00:08:47"
3072188,31,"2018-10-08 00:12:10"
563063,21,"2018-10-08 00:33:23"
3069662,58,"2018-10-08 00:59:47"
3074096,115,"2018-10-08 01:02:36"
1124750,99,"2018-10-08 01:12:17"
3075305,99,"2018-10-08 01:16:01"
1591679,125,"2018-10-08 01:30:46"
3047123,99,"2018-10-08 01:35:30"
2467433,58,"2018-10-08 01:39:37"
3075317,99,"2018-10-08 02:00:54"
91235,31,"2018-10-08 02:46:23"
3063629,124,"2018-10-08 02:55:34"
231404,31,"2018-10-08 03:06:49"
913577,125,"2018-10-08 03:11:07"
1828556,58,"2018-10-08 03:20:18"
2983454,58,"2018-10-08 03:27:45"
3032480,115,"2018-10-08 04:13:56"
3032480,58,"2018-10-08 04:44:30"
989132,99,"2018-10-08 07:58:39"
927131,121,"2018-10-08 08:13:44"
1079096,31,"2018-10-08 08:14:15"
1310963,99,"2018-10-08 08:43:01"
707123,31,"2018-10-08 09:00:08"
2048873,100,"2018-10-08 09:20:12"
573566,99,"2018-10-08 09:32:31"
749456,99,"2018-10-08 09:43:54"
2854493,99,"2018-10-08 09:49:04"
1185671,99,"2018-10-08 09:56:56"
1606133,31,"2018-10-08 10:01:13"
1759472,31,"2018-10-08 10:16:36"
3075566,99,"2018-10-08 10:26:58"
2904638,115,"2018-10-08 10:45:31"
1130483,58,"2018-10-08 11:11:19"
1945088,31,"2018-10-08 11:12:15"
2475968,31,"2018-10-08 11:24:01"
2193323,31,"2018-10-08 11:45:17"
2269721,121,"2018-10-08 12:10:09"
189308,122,"2018-10-08 12:22:05"
3075668,58,"2018-10-08 12:38:28"
314063,31,"2018-10-08 12:40:33"
923138,31,"2018-10-08 12:56:56"
3075707,115,"2018-10-08 12:58:51"
1607738,31,"2018-10-08 13:20:06"
3026336,31,"2018-10-08 13:38:41"
2477684,31,"2018-10-08 13:38:45"
1661021,124,"2018-10-08 13:58:27"
2846111,58,"2018-10-08 14:02:14"
934388,31,"2018-10-08 14:20:54"
1269839,31,"2018-10-08 14:23:14"
686192,31,"2018-10-08 14:27:13"
453776,99,"2018-10-08 14:43:23"
214751,31,"2018-10-08 14:59:58"
2982056,53,"2018-10-08 15:15:49"
2466335,31,"2018-10-08 15:31:05"
2262293,99,"2018-10-08 15:32:51"
2040788,31,"2018-10-08 15:43:26"
588782,31,"2018-10-08 16:24:06"
2047739,31,"2018-10-08 17:00:12"
2912135,31,"2018-10-08 17:02:04"
551162,99,"2018-10-08 17:21:52"
3016577,125,"2018-10-08 17:26:53"
1858553,99,"2018-10-08 17:33:56"
804395,125,"2018-10-08 17:35:57"
2984108,31,"2018-10-08 17:38:18"
3016577,115,"2018-10-08 17:51:53"
2845997,58,"2018-10-08 18:07:21"
2323697,52,"2018-10-08 18:42:26"
1098626,31,"2018-10-08 18:40:50"
1339910,31,"2018-10-08 18:57:33"
2871098,58,"2018-10-08 19:51:38"
275339,31,"2018-10-08 19:49:57"
672410,99,"2018-10-08 20:21:23"
3064187,68,"2018-10-08 20:35:43"
3076436,58,"2018-10-08 21:07:37"
3054632,124,"2018-10-08 21:08:36"
3054632,53,"2018-10-08 21:13:40"
1137722,99,"2018-10-08 21:29:05"
1704440,31,"2018-10-08 21:29:57"
226652,31,"2018-10-08 21:32:34"
770882,31,"2018-10-08 21:42:45"
922175,31,"2018-10-08 21:49:13"
580805,68,"2018-10-08 22:06:26"
3076559,115,"2018-10-08 22:22:48"
201455,31,"2018-10-08 22:42:57"
3076148,58,"2018-10-08 23:38:08"
2640338,68,"2018-10-08 23:42:21"
764978,99,"2018-10-09 00:08:29"
3076226,99,"2018-10-09 00:24:25"
1311533,99,"2018-10-09 00:30:22"
724940,99,"2018-10-09 00:40:43"
2470067,99,"2018-10-09 00:46:44"
3055829,126,"2018-10-09 00:52:09"
1771517,22,"2018-10-09 00:53:09"
1548908,125,"2018-10-09 00:57:36"
1308224,31,"2018-10-09 01:15:32"
1114556,114,"2018-10-09 01:24:48"
780419,99,"2018-10-09 01:30:41"
3076820,116,"2018-10-09 01:33:12"
1066985,99,"2018-10-09 02:02:07"
2876522,115,"2018-10-09 02:23:07"
2967422,58,"2018-10-09 02:32:20"
2038841,99,"2018-10-09 02:57:40"
1466201,58,"2018-10-09 03:27:25"
90149,99,"2018-10-09 03:33:53"
405161,31,"2018-10-09 03:40:48"
3076880,58,"2018-10-09 04:20:14"
2860967,116,"2018-10-09 04:58:25"
2873699,126,"2018-10-09 07:48:12"
229946,121,"2018-10-09 07:47:07"
229946,52,"2018-10-09 07:58:12"
229946,31,"2018-10-09 08:02:36"
229946,99,"2018-10-09 08:54:48"
2717384,31,"2018-10-09 09:11:06"
2083136,99,"2018-10-09 09:14:42"
229082,31,"2018-10-09 09:22:22"
2507777,31,"2018-10-09 09:38:29"
1342685,31,"2018-10-09 09:44:24"
3076928,99,"2018-10-09 09:59:49"
711155,122,"2018-10-09 10:26:01"
817478,99,"2018-10-09 10:26:16"
2642789,31,"2018-10-09 10:26:08"
2158985,126,"2018-10-09 10:32:20"
394493,31,"2018-10-09 10:34:11"
2745776,125,"2018-10-09 10:44:36"
2191454,116,"2018-10-09 10:57:49"
1681379,116,"2018-10-09 11:10:19"
2907722,99,"2018-10-09 11:10:43"
3011168,31,"2018-10-09 11:25:29"
1068848,58,"2018-10-09 11:27:01"
2381918,114,"2018-10-09 11:33:55"
2761013,31,"2018-10-09 12:00:06"
3068246,116,"2018-10-09 12:09:28"
3077255,125,"2018-10-09 12:21:58"
3077267,58,"2018-10-09 12:22:09"
483356,31,"2018-10-09 12:28:19"
3077303,125,"2018-10-09 12:35:12"
3077102,53,"2018-10-09 12:35:52"
3077324,124,"2018-10-09 12:38:49"
2958077,116,"2018-10-09 12:40:55"
231272,31,"2018-10-09 12:44:45"
3077315,58,"2018-10-09 12:42:52"
3038783,53,"2018-10-09 12:46:10"
3004709,100,"2018-10-09 12:45:30"
3038783,100,"2018-10-09 12:45:50"
3038783,58,"2018-10-09 12:52:16"
3077381,115,"2018-10-09 12:55:48"
3038783,116,"2018-10-09 12:56:29"
3077417,100,"2018-10-09 13:08:15"
3077345,114,"2018-10-09 13:12:32"
3077417,126,"2018-10-09 13:18:37"
3077417,53,"2018-10-09 13:20:22"
3065066,125,"2018-10-09 13:23:39"
3077510,58,"2018-10-09 13:26:26"
3077318,125,"2018-10-09 13:31:06"
3077399,125,"2018-10-09 13:34:52"
2277896,58,"2018-10-09 13:38:44"
3077546,58,"2018-10-09 13:40:31"
1440659,125,"2018-10-09 13:42:55"
2393825,31,"2018-10-09 13:43:14"
3077522,126,"2018-10-09 13:44:02"
2861999,58,"2018-10-09 13:51:40"
3077438,58,"2018-10-09 13:50:41"
821858,125,"2018-10-09 13:59:07"
927683,99,"2018-10-09 14:01:46"
3077666,125,"2018-10-09 14:00:10"
574958,99,"2018-10-09 14:02:26"
3007220,31,"2018-10-09 14:04:54"
2361800,116,"2018-10-09 14:13:01"
3077660,125,"2018-10-09 14:15:36"
3077666,58,"2018-10-09 14:19:51"
3077666,115,"2018-10-09 14:20:44"
2866877,58,"2018-10-09 14:24:13"
3077711,58,"2018-10-09 14:24:27"
3077699,116,"2018-10-09 14:30:58"
3039875,58,"2018-10-09 14:34:49"
1524269,125,"2018-10-09 14:45:14"
1012514,114,"2018-10-09 14:49:02"
3077732,125,"2018-10-09 14:53:16"
590939,31,"2018-10-09 14:53:43"
3077807,58,"2018-10-09 14:59:20"
3077798,124,"2018-10-09 14:59:30"
3077777,58,"2018-10-09 15:00:13"
3077777,115,"2018-10-09 15:06:36"
436286,31,"2018-10-09 15:08:33"
2052146,114,"2018-10-09 15:11:48"
2977829,58,"2018-10-09 15:13:13"
3077894,116,"2018-10-09 15:13:31"
3077894,114,"2018-10-09 15:19:31"
3077798,107,"2018-10-09 15:19:45"
3077828,107,"2018-10-09 15:23:17"
3077909,125,"2018-10-09 15:28:53"
3077915,125,"2018-10-09 15:27:47"
1831802,116,"2018-10-09 15:33:52"
3064985,115,"2018-10-09 15:37:14"
3077963,58,"2018-10-09 15:37:39"
3077987,115,"2018-10-09 15:43:27"
3028856,114,"2018-10-09 15:43:24"
3077930,114,"2018-10-09 15:44:20"
1947002,99,"2018-10-09 15:48:13"
3078047,58,"2018-10-09 15:49:40"
3078077,124,"2018-10-09 15:49:33"
3077903,125,"2018-10-09 15:53:52"
3078098,125,"2018-10-09 15:57:02"
3078077,115,"2018-10-09 15:58:25"
375710,31,"2018-10-09 15:59:03"
3077771,116,"2018-10-09 16:10:07"
3015605,58,"2018-10-09 16:19:57"
2761055,31,"2018-10-09 16:22:09"
3078173,126,"2018-10-09 16:23:15"
3078173,100,"2018-10-09 16:27:42"
3078164,107,"2018-10-09 16:29:18"
2654831,31,"2018-10-09 16:31:34"
2781320,107,"2018-10-09 16:32:31"
3078197,125,"2018-10-09 16:35:57"
1362575,31,"2018-10-09 16:38:26"
794795,99,"2018-10-09 16:50:27"
795218,121,"2018-10-09 16:48:59"
2811632,58,"2018-10-09 16:56:29"
991052,126,"2018-10-09 16:56:42"
3078257,115,"2018-10-09 16:54:40"
3077651,58,"2018-10-09 16:58:24"
3077987,58,"2018-10-09 17:00:41"
2274542,121,"2018-10-09 17:09:03"
3042212,99,"2018-10-09 17:09:18"
3078347,115,"2018-10-09 17:15:33"
2161010,125,"2018-10-09 17:24:05"
1276436,99,"2018-10-09 17:29:34"
2422790,31,"2018-10-09 17:30:41"
3078431,58,"2018-10-09 17:34:21"
1276436,31,"2018-10-09 17:35:16"
2170433,114,"2018-10-09 17:36:55"
2057564,99,"2018-10-09 17:39:28"
3078455,100,"2018-10-09 17:42:12"
3072965,58,"2018-10-09 17:46:38"
751805,121,"2018-10-09 17:48:47"
3077105,125,"2018-10-09 17:56:51"
1419620,31,"2018-10-09 17:54:59"
1887479,116,"2018-10-09 17:59:49"
1503392,31,"2018-10-09 18:01:34"
3078428,58,"2018-10-09 18:04:28"
2761055,99,"2018-10-09 18:05:09"
2514491,31,"2018-10-09 18:07:31"
3078197,58,"2018-10-09 18:10:53"
3077300,58,"2018-10-09 18:15:05"
2965697,125,"2018-10-09 18:19:24"
3078575,58,"2018-10-09 18:22:01"
1716752,99,"2018-10-09 18:26:45"
3078608,58,"2018-10-09 18:27:43"
3078608,125,"2018-10-09 18:34:26"
3078674,125,"2018-10-09 18:35:56"
181061,99,"2018-10-09 18:38:24"
3078680,116,"2018-10-09 18:44:31"
3078674,58,"2018-10-09 18:50:14"
2837180,116,"2018-10-09 18:55:49"
3078707,58,"2018-10-09 18:56:16"
2837180,58,"2018-10-09 18:58:57"
1414601,31,"2018-10-09 19:02:49"
3078755,58,"2018-10-09 19:13:55"
2496209,99,"2018-10-09 19:23:49"
3078800,125,"2018-10-09 19:27:13"
2118788,58,"2018-10-09 19:26:09"
3078878,58,"2018-10-09 19:34:49"
3078872,125,"2018-10-09 19:37:13"
3078773,58,"2018-10-09 19:38:44"
2555378,58,"2018-10-09 19:39:22"
3078884,116,"2018-10-09 19:44:24"
3078872,58,"2018-10-09 19:45:33"
3077771,53,"2018-10-09 19:53:05"
3077429,58,"2018-10-09 20:02:15"
3078971,115,"2018-10-09 20:07:08"
3078917,125,"2018-10-09 20:13:48"
3078977,125,"2018-10-09 20:24:35"
2117357,58,"2018-10-09 20:30:31"
3079022,107,"2018-10-09 20:34:36"
3079034,115,"2018-10-09 20:34:49"
3079082,125,"2018-10-09 20:43:57"
2816876,126,"2018-10-09 20:46:35"
3079061,114,"2018-10-09 20:54:42"
3079061,126,"2018-10-09 20:55:05"
2844323,31,"2018-10-09 20:56:45"
3077051,58,"2018-10-09 21:01:44"
72545,31,"2018-10-09 21:02:42"
3077051,115,"2018-10-09 21:03:57"
3079112,126,"2018-10-09 21:02:57"
3079115,116,"2018-10-09 21:02:57"
3079151,125,"2018-10-09 21:07:38"
3077771,58,"2018-10-09 21:06:21"
3079178,58,"2018-10-09 21:10:06"
3079157,126,"2018-10-09 21:18:41"
3079211,116,"2018-10-09 21:26:53"
1462526,99,"2018-10-09 21:25:07"
3079250,58,"2018-10-09 21:31:12"
3079268,58,"2018-10-09 21:38:05"
529910,99,"2018-10-09 21:44:42"
172763,99,"2018-10-09 21:45:45"
3079208,58,"2018-10-09 21:48:50"
923252,21,"2018-10-09 21:53:19"
3079325,107,"2018-10-09 21:56:46"
3079406,124,"2018-10-09 22:13:56"
3079250,125,"2018-10-09 22:16:24"
3079430,116,"2018-10-09 22:21:56"
863396,99,"2018-10-09 22:22:36"
3079412,58,"2018-10-09 22:24:58"
3079262,116,"2018-10-09 22:25:42"
3079415,58,"2018-10-09 22:26:12"
3079139,125,"2018-10-09 22:28:43"
3079445,116,"2018-10-09 22:42:37"
3079505,125,"2018-10-09 22:44:22"
3079532,58,"2018-10-09 22:46:55"
1341770,99,"2018-10-09 22:54:20"
251654,31,"2018-10-09 23:00:47"
2497136,99,"2018-10-09 23:11:12"
878009,31,"2018-10-09 23:16:41"
813758,31,"2018-10-09 23:20:16"
2998727,126,"2018-10-09 23:35:28"
862679,31,"2018-10-09 23:34:36"
1270838,99,"2018-10-09 23:37:16"
3078521,58,"2018-10-09 23:41:21"
433469,31,"2018-10-09 23:46:54"
2488559,68,"2018-10-09 23:49:32"
3079784,125,"2018-10-10 00:02:54"
3079730,124,"2018-10-10 00:15:46"
3079850,125,"2018-10-10 00:22:06"
3079838,53,"2018-10-10 00:31:58"
3079826,125,"2018-10-10 00:29:50"
3079820,125,"2018-10-10 00:30:26"
3079874,115,"2018-10-10 00:33:47"
669146,99,"2018-10-10 00:37:08"
3079718,31,"2018-10-10 00:37:26"
3079847,58,"2018-10-10 00:40:35"
3079886,58,"2018-10-10 00:54:07"
3079928,115,"2018-10-10 00:52:55"
3079931,107,"2018-10-10 00:58:44"
2907371,58,"2018-10-10 01:06:13"
3079997,115,"2018-10-10 01:22:03"
3079871,126,"2018-10-10 01:24:23"
3079871,114,"2018-10-10 01:25:23"
3079940,58,"2018-10-10 01:36:18"
912965,31,"2018-10-10 01:54:31"
1949048,31,"2018-10-10 02:03:54"
3080072,124,"2018-10-10 02:30:32"
